x	y
16	35
91	67
1	99
1	89
3	55
6	102
2	88
76	64
94	25
88	109
6	30
98	99
91	12
33	44
3	69
73	94
106	42
16	125
73	29
6	98
2	125
12	98
86	115
31	18
111	33
31	94
59	20
102	100
72	18
3	89
12	73
86	104
76	42
91	2
18	125
14	100
61	74
42	33
2	74
91	89
87	74
72	40
111	3
2	14
3	94
76	3
56	42
21	24
56	42
2	94
21	25
6	72
16	20
119	100
103	100
3	25
42	24
94	100
42	14
37	3
4	60
111	70
2	100
2	88
42	60
31	20
69	35
66	88
31	29
6	3
86	125
72	70
72	99
68	104
11	37
96	74
3	25
42	33
2	34
74	80
87	74
42	24
58	100
37	123
96	72
24	60
6	33
87	73
96	22
16	72
91	89
103	34
96	94
103	99
99	40
43	125
72	73
37	89
103	40
6	59
87	73
98	24
88	60
14	40
94	25
43	74
87	73
69	35
101	3
3	14
42	68
11	80
76	40
87	103
72	58
43	25
106	103
68	4
98	90
87	40
21	92
91	3
67	73
122	59
91	73
102	59
57	74
42	88
77	25
21	43
2	94
14	40
88	25
4	100
114	60
91	30
88	40
112	69
76	57
63	64
91	23
67	70
44	15
76	2
72	73
72	24
93	94
43	14
1	93
86	103
87	73
11	87
2	90
16	22
32	23
3	109
46	72
11	44
106	42
16	98
91	60
11	87
11	80
6	43
126	22
37	14
81	102
81	102
91	55
66	2
2	103
61	125
94	100
21	25
62	14
57	54
6	109
91	44
6	23
42	59
73	89
91	67
91	114
26	60
6	43
3	59
87	20
37	115
91	43
72	100
68	125
12	25
102	125
4	10
11	33
96	68
87	14
86	120
102	94
41	75
87	125
26	72
6	4
23	95
68	14
2	68
11	103
96	88
86	54
102	34
53	24
56	25
37	25
73	20
2	74
23	100
11	73
33	5
23	79
22	88
59	5
1	67
92	74
4	60
91	30
29	100
61	72
61	40
3	89
73	89
99	25
73	25
88	104
96	15
78	25
43	69
11	94
26	2
22	24
99	40
88	40
3	100
91	42
96	25
103	69
44	65
103	99
91	58
111	42
91	97
93	125
3	69
26	69
96	80
102	75
1	20
26	129
74	90
59	25
81	25
8	10
16	125
26	103
42	75
113	125
23	64
7	95
91	37
73	114
21	90
102	13
96	23
91	3
24	90
76	55
42	118
11	5
11	43
88	89
69	55
108	24
73	125
126	72
6	19
96	75
17	63
91	60
31	37
68	34
57	40
3	125
24	90
3	69
87	119
3	29
99	40
57	40
72	69
93	94
68	20
22	94
2	19
66	19
14	25
66	2
1	7
72	90
91	60
56	103
11	14
6	23
57	4
56	93
104	25
11	72
73	89
6	33
14	40
67	3
61	18
104	65
97	19
16	87
96	75
111	28
57	103
106	54
73	100
87	43
16	22
102	93
16	58
41	100
76	125
96	44
27	60
68	5
96	43
76	23
108	100
2	118
73	69
62	99
56	3
102	68
87	109
96	3
26	34
98	90
56	68
18	59
111	42
27	104
16	3
98	44
72	103
43	19
61	14
42	39
37	25
111	40
99	125
29	125
72	90
99	125
14	55
41	89
72	99
91	125
87	100
61	90
2	108
13	25
12	104
96	90
56	104
101	125
2	60
76	43
96	37
81	99
86	104
73	100
56	44
73	44
112	14
11	123
2	100
111	43
43	25
76	100
2	113
6	57
21	24
1	24
68	24
72	69
76	98
61	44
3	100
102	63
72	95
21	17
11	43
94	95
76	103
96	125
34	25
42	108
86	37
78	125
79	125
112	43
57	69
76	100
109	25
91	77
2	93
87	55
61	25
39	100
42	8
51	24
87	114
21	100
19	125
106	74
78	100
2	98
73	25
16	40
96	89
6	2
56	70
6	58
96	29
96	125
96	103
56	34
22	100
6	33
23	25
1	89
31	88
78	24
2	88
11	19
37	94
91	24
91	43
72	68
91	24
87	94
86	22
74	90
36	93
17	90
31	59
67	19
36	63
1	23
118	44
112	59
41	24
72	94
26	98
41	58
11	37
6	29
44	70
72	14
101	28
108	24
68	74
14	40
76	102
104	95
59	125
103	25
76	78
16	24
111	24
72	68
73	89
6	22
42	24
2	14
73	59
87	43
11	37
1	69
98	99
87	3
37	3
31	87
61	72
98	40
22	94
21	3
61	72
101	67
2	4
61	68
104	25
102	14
91	90
64	75
11	40
7	25
91	122
91	55
42	115
96	72
58	74
3	99
67	24
86	44
79	125
11	102
26	58
91	23
103	20
22	93
44	120
78	60
91	57
31	102
57	73
6	72
91	37
6	3
4	60
76	69
96	72
69	35
66	125
78	24
23	19
91	74
77	78
22	60
123	59
3	69
22	80
108	125
2	44
43	125
16	42
3	100
69	100
102	25
3	109
111	79
22	60
16	114
57	3
98	90
11	89
14	40
114	70
31	100
72	40
91	25
97	88
22	69
22	89
6	40
59	100
103	40
2	103
56	13
37	44
44	20
6	57
2	9
14	40
22	89
29	100
22	25
103	40
36	19
22	24
96	72
43	70
1	3
56	102
117	100
102	74
36	43
43	25
79	100
123	90
72	34
91	24
97	103
23	65
78	44
76	87
106	42
68	4
73	25
92	25
57	43
102	125
33	125
43	59
112	40
91	125
57	23
22	94
11	70
96	4
6	93
22	113
98	25
87	69
101	80
102	14
21	45
37	4
87	69
11	25
56	25
102	99
13	24
86	13
32	100
59	60
37	4
1	69
51	14
16	104
91	23
66	125
4	60
102	125
56	100
102	88
53	59
26	88
92	103
4	90
57	14
96	23
11	5
22	13
41	74
57	43
67	100
79	100
13	74
103	30
86	13
1	54
73	25
81	73
103	69
11	69
96	25
16	22
44	60
1	23
72	18
73	79
16	93
99	5
88	10
73	25
99	125
44	100
36	69
81	40
103	59
43	69
2	64
77	43
22	14
87	55
102	125
91	97
16	68
73	25
11	100
72	3
43	24
57	43
49	5
91	77
6	3
98	89
2	19
11	23
42	68
91	15
99	40
44	15
6	9
56	22
66	40
87	3
76	103
96	69
61	75
96	89
58	94
76	72
11	37
111	37
88	44
6	102
72	35
24	115
22	65
22	44
23	24
57	95
1	40
21	22
67	100
103	19
2	68
111	18
11	100
31	102
88	90
91	59
72	88
109	25
76	14
91	58
97	25
72	74
36	8
102	63
113	54
96	20
4	90
72	93
87	73
77	25
99	125
102	88
68	14
72	8
54	25
21	107
103	24
72	40
97	73
1	23
67	64
91	67
6	3
26	4
1	73
4	125
93	90
61	33
17	79
26	74
62	34
98	90
22	100
21	100
77	70
51	60
69	125
37	100
31	95
91	112
24	60
2	40
93	100
43	70
73	69
61	94
16	90
42	90
74	90
6	19
111	72
19	125
67	3
42	34
71	70
86	14
57	14
2	125
72	5
2	70
6	18
4	60
106	2
91	70
73	29
72	40
78	90
2	100
87	24
6	14
6	14
2	74
69	35
111	125
68	115
6	125
22	3
68	44
24	90
91	23
99	40
16	24
56	24
12	89
112	29
99	125
61	98
78	4
97	73
57	19
91	55
6	90
103	100
68	24
97	95
2	88
102	89
111	58
61	93
57	54
13	39
91	55
99	125
6	118
4	125
61	88
103	9
68	14
64	5
3	25
68	44
22	108
86	23
6	25
24	55
8	5
106	2
2	59
56	4
91	68
1	8
89	125
22	13
106	2
1	65
3	69
88	4
89	60
61	72
11	70
72	98
21	3
91	57
43	100
43	74
61	58
19	25
31	3
72	59
57	5
96	87
96	3
108	44
87	40
73	44
18	90
87	99
44	70
91	99
42	90
1	44
22	98
91	23
98	59
3	69
11	3
57	103
106	72
44	5
16	70
56	109
87	64
11	87
23	4
96	8
1	54
11	64
42	75
89	70
18	115
26	100
38	20
22	90
13	104
2	8
91	2
24	80
97	125
43	89
123	95
91	74
41	25
16	75
72	60
6	93
91	43
2	25
91	37
87	100
2	99
86	90
21	14
91	20
42	99
123	59
3	44
4	15
36	109
22	14
11	40
8	89
51	64
6	125
6	43
96	87
102	100
44	60
91	88
7	109
63	5
57	123
43	94
57	19
68	99
96	23
77	60
112	55
22	89
22	94
112	70
42	125
31	2
16	25
72	3
112	3
36	98
73	40
77	4
96	74
43	14
66	100
93	125
38	44
102	24
91	67
98	94
11	57
96	69
1	57
103	40
6	68
51	94
12	80
57	40
86	89
87	3
72	43
97	89
18	24
23	4
36	2
22	93
33	74
28	99
61	118
72	94
3	60
57	24
91	69
96	37
78	90
11	57
87	73
11	3
3	55
33	64
88	79
62	60
61	125
76	24
31	42
64	25
86	125
106	90
104	100
78	24
11	4
108	24
91	43
73	104
16	18
58	44
77	4
58	59
44	60
73	44
96	72
2	15
11	23
106	60
118	74
73	70
2	128
57	25
17	89
63	24
26	57
3	14
22	38
14	40
4	20
73	4
21	43
28	104
37	73
22	23
31	87
57	69
72	44
58	59
22	108
102	9
56	72
87	20
57	103
42	99
14	55
37	3
93	54
81	104
98	125
37	25
73	54
2	69
103	20
112	79
11	80
2	123
11	19
53	24
71	27
11	37
101	8
11	100
13	39
96	75
82	4
76	103
22	125
112	89
71	25
1	89
94	25
24	20
26	14
88	115
111	99
123	55
26	90
123	90
11	15
87	43
71	73
87	73
3	14
6	68
91	59
23	100
21	43
91	73
88	25
2	24
89	100
56	69
102	63
61	72
26	128
9	45
18	59
6	74
37	74
101	92
86	70
91	14
91	44
16	22
23	100
22	108
111	43
21	25
99	75
42	39
34	25
86	70
99	125
88	14
87	30
87	25
42	59
56	72
98	74
36	125
16	99
17	100
1	73
18	90
91	55
23	69
4	100
41	57
22	60
76	93
3	70
72	75
87	3
42	44
89	30
26	87
6	24
6	87
13	54
73	114
14	25
91	70
96	63
72	94
52	103
87	3
11	57
39	5
22	74
23	100
24	90
3	70
11	103
76	90
91	35
21	24
112	3
72	14
56	15
13	80
64	80
21	14
63	70
98	59
31	64
4	60
102	128
76	72
26	125
67	29
91	62
43	14
6	2
31	109
91	25
56	72
8	20
6	100
93	25
22	40
6	72
76	99
69	55
24	90
91	80
78	60
102	4
97	30
91	88
97	39
43	69
73	25
72	40
2	44
24	125
81	25
91	43
106	78
58	59
96	70
18	34
6	44
76	44
33	70
7	94
43	30
112	73
87	100
87	64
1	7
37	23
73	65
79	25
91	89
57	95
91	77
61	24
106	58
14	55
61	2
87	114
96	79
61	19
2	68
86	102
22	4
102	125
96	73
91	73
33	39
2	63
87	99
88	75
2	75
76	94
91	100
7	58
57	3
28	24
91	29
102	13
87	100
6	100
22	75
2	70
67	24
63	70
111	25
24	20
26	18
107	69
11	35
111	90
24	90
71	57
67	30
3	59
4	90
57	89
56	88
37	64
89	100
81	102
1	25
76	2
102	93
43	25
8	4
28	99
112	43
42	13
86	100
51	29
1	15
102	125
87	70
31	43
51	67
57	73
97	103
26	73
42	100
6	74
91	97
61	125
1	59
102	125
3	55
42	54
26	94
23	75
26	43
21	117
111	2
11	103
31	5
33	64
97	73
59	55
87	69
22	75
1	102
68	40
87	3
87	90
37	73
1	5
16	42
96	2
104	25
87	43
66	43
33	125
33	25
58	24
73	125
57	80
37	43
59	125
79	5
96	59
37	24
103	64
62	69
23	55
3	125
91	44
123	90
42	90
26	118
108	60
43	55
76	93
77	55
62	99
87	43
22	98
24	60
21	43
86	2
57	55
103	89
98	24
111	125
67	20
96	14
57	55
6	114
2	88
91	54
37	23
31	103
111	37
106	113
22	15
21	74
76	29
102	19
97	40
91	25
57	43
1	44
26	68
61	14
121	35
21	3
31	125
42	5
24	60
22	4
31	69
86	90
103	125
111	72
72	69
43	35
31	4
2	70
112	69
7	125
91	55
97	89
1	57
96	125
86	33
91	3
57	30
73	100
87	5
76	15
72	24
106	22
93	24
3	14
31	3
93	4
2	98
42	59
34	25
101	13
67	3
91	23
6	72
88	125
107	25
4	60
77	100
42	3
91	125
2	78
76	19
86	18
73	100
103	69
18	24
67	90
1	70
102	58
81	73
1	107
91	79
99	125
43	24
31	35
31	64
87	3
91	55
103	34
22	60
91	54
91	103
91	102
22	63
76	43
6	20
91	55
26	34
31	57
56	34
21	100
61	60
4	60
88	100
91	73
11	108
43	20
102	125
37	3
3	44
96	58
91	3
98	99
1	100
18	94
43	25
72	90
8	90
72	4
31	87
2	25
102	125
71	24
111	23
96	25
56	75
107	20
111	40
111	14
61	125
31	102
21	89
12	74
46	22
111	25
86	63
96	2
22	24
72	24
2	5
1	94
91	82
123	100
73	25
97	44
6	80
87	94
96	125
3	55
76	72
11	94
67	99
51	79
72	125
43	100
91	14
36	60
99	25
42	23
42	98
11	3
72	125
1	125
26	72
37	29
31	69
51	42
76	42
88	24
2	69
1	69
13	39
76	57
78	44
86	25
61	5
99	25
33	44
66	59
88	125
2	25
96	42
108	24
73	109
42	55
19	25
3	70
43	125
91	73
91	77
103	60
11	24
31	102
31	80
76	125
2	24
72	120
43	79
102	125
96	55
68	90
81	45
34	125
31	25
6	68
88	25
2	20
91	77
73	99
72	25
1	8
72	103
91	74
43	64
86	102
2	24
72	100
97	60
102	99
126	8
31	57
2	93
61	100
92	4
13	75
41	104
111	37
2	103
43	24
91	69
93	94
11	43
14	40
89	55
91	104
22	40
57	100
31	43
91	43
26	42
72	34
43	69
26	25
1	43
8	9
91	98
26	94
91	88
6	93
19	125
57	3
16	18
89	20
86	18
22	25
91	97
41	123
37	30
69	35
91	88
61	13
29	100
44	100
76	73
43	125
46	14
22	24
3	95
33	100
31	24
68	14
106	25
87	25
31	109
42	40
102	74
11	69
77	43
56	40
87	74
86	22
69	100
37	64
97	3
72	125
111	99
103	89
18	90
24	90
61	70
1	100
72	4
2	78
37	70
56	43
56	72
78	39
3	25
22	4
23	40
103	40
91	2
16	100
93	60
76	42
86	19
26	69
57	99
31	19
11	57
102	43
78	24
102	43
43	119
78	4
77	94
1	57
72	88
42	125
42	44
73	19
77	73
3	80
71	43
37	3
89	25
72	73
1	57
42	44
87	3
74	70
69	25
42	25
77	59
104	90
68	94
3	100
31	102
102	68
68	40
57	25
73	79
74	5
103	94
9	25
99	40
61	2
66	72
36	40
16	25
91	37
6	125
91	74
43	34
61	2
6	15
102	100
111	59
31	72
86	72
23	125
89	100
92	100
102	24
87	70
24	90
11	24
3	44
57	24
96	87
42	24
24	70
67	24
22	68
16	42
17	60
43	40
61	75
76	2
91	69
78	125
11	24
78	90
57	90
44	15
2	59
31	125
72	103
76	72
41	24
103	5
6	88
6	42
104	95
67	44
11	60
121	22
71	87
111	43
58	4
106	94
31	87
87	100
21	68
67	25
91	37
11	87
24	90
22	104
101	92
11	15
56	60
87	3
87	29
56	14
91	12
76	125
21	44
1	18
88	25
69	35
91	43
61	2
96	40
34	75
63	104
66	60
17	58
22	69
21	42
58	125
98	90
67	4
88	69
23	100
3	100
86	28
72	103
107	89
22	99
11	87
111	43
51	73
112	40
122	79
96	14
68	15
18	44
16	58
11	58
22	74
102	58
103	69
94	100
37	69
123	125
61	2
101	128
58	74
72	33
61	88
24	90
72	103
128	129
67	20
96	112
91	25
6	125
89	55
21	67
87	64
97	73
2	125
72	14
51	4
29	30
11	88
76	102
2	103
14	100
88	94
91	112
76	53
68	60
1	68
73	70
8	90
44	60
77	3
2	59
86	72
88	25
87	55
24	100
111	89
108	24
62	94
91	39
14	100
103	10
11	73
1	25
93	125
91	99
43	59
103	25
58	74
56	22
87	73
76	68
6	40
24	90
72	40
88	40
24	90
72	89
16	42
3	100
56	90
91	37
72	125
18	74
3	89
22	24
31	123
2	68
42	33
86	24
1	24
32	35
16	104
2	59
87	103
94	25
37	100
2	89
42	70
22	40
56	103
44	70
26	88
26	57
11	87
103	14
102	93
87	103
31	79
109	25
87	3
56	72
87	65
6	93
99	40
2	25
73	40
112	89
42	49
6	73
3	100
26	99
103	25
11	87
61	125
19	25
6	18
11	103
102	99
97	115
21	103
111	42
72	20
4	60
23	59
103	44
87	4
61	18
87	43
71	107
22	94
96	8
102	93
24	90
114	60
73	70
3	25
97	44
56	24
106	43
76	99
74	65
3	59
3	94
68	99
26	23
98	14
11	25
6	72
24	90
59	75
76	95
103	24
91	97
91	88
17	3
11	25
101	67
41	24
91	89
57	55
72	19
1	104
76	42
26	69
43	55
117	100
3	55
72	88
31	2
96	60
72	9
72	20
47	20
102	58
43	25
43	69
96	99
11	2
109	25
72	70
13	90
6	20
72	44
37	69
74	30
36	88
91	54
73	100
16	44
86	68
111	90
1	25
57	43
96	25
66	2
88	95
57	90
43	69
72	94
41	62
69	35
97	20
4	100
11	23
57	3
89	125
11	4
2	14
19	125
76	88
73	4
11	103
73	94
58	125
94	75
11	75
103	29
94	25
88	125
58	70
87	43
18	44
96	99
66	99
43	104
41	68
3	125
42	125
92	70
121	3
22	40
68	40
61	93
111	108
12	25
32	5
56	25
66	25
12	30
33	104
11	55
1	63
87	20
78	125
121	100
16	125
88	125
86	44
13	39
77	44
14	55
1	44
56	54
92	98
26	102
16	33
102	64
16	29
68	15
86	24
43	64
1	104
11	42
4	60
98	99
111	79
102	20
63	90
58	59
31	42
96	37
57	3
91	42
114	70
43	70
23	99
11	87
69	25
6	2
101	67
3	40
14	40
91	100
22	44
23	20
87	20
63	125
61	3
38	90
72	4
98	14
61	100
57	43
31	125
3	55
46	125
87	59
96	2
26	129
67	45
91	74
73	114
24	115
64	80
111	37
76	87
1	77
63	104
26	43
109	25
87	3
2	90
98	99
62	55
66	39
13	90
99	5
24	100
36	40
88	34
24	55
57	55
67	60
2	58
54	125
77	40
26	99
76	73
22	58
73	4
16	28
91	73
102	60
2	44
94	40
11	13
87	20
22	98
98	99
43	29
61	64
103	29
3	129
97	80
67	104
9	75
91	72
4	65
123	59
14	55
19	25
43	60
72	103
24	90
101	25
11	3
112	35
1	3
91	3
24	100
31	25
62	34
86	20
6	9
94	75
102	18
6	25
11	80
98	44
102	18
86	42
91	37
88	4
6	8
92	3
18	4
36	22
42	64
36	3
57	123
91	97
71	27
96	119
1	69
26	104
76	57
21	25
42	125
102	78
2	118
86	3
73	55
91	23
43	80
28	24
11	100
44	90
6	2
23	25
37	25
42	68
22	3
91	20
76	100
88	69
12	25
11	8
56	44
102	89
52	55
74	100
46	128
24	90
96	25
22	25
43	69
64	25
63	74
24	20
6	72
6	70
6	103
2	74
22	75
87	95
42	98
44	15
22	34
43	35
91	3
22	69
6	94
1	87
57	73
88	125
98	99
93	99
21	20
98	60
62	59
96	98
2	70
6	89
24	20
22	99
71	75
73	25
61	73
106	69
102	89
11	103
18	15
8	104
27	90
36	89
56	99
6	89
42	99
2	9
3	34
102	125
93	90
3	25
3	94
22	68
121	39
68	74
42	18
11	43
22	24
73	55
86	90
76	37
46	79
98	39
87	79
22	24
111	43
102	100
27	28
24	125
76	73
36	98
6	72
27	60
31	19
26	68
18	24
108	24
61	43
24	60
4	60
11	72
11	72
73	69
31	94
61	72
68	60
2	88
91	25
22	3
18	59
3	25
67	100
87	55
72	4
76	22
94	125
2	25
87	54
31	2
88	125
69	100
68	125
111	3
87	69
81	3
43	20
61	125
14	40
72	113
91	25
2	99
57	3
123	90
11	69
16	55
91	89
21	73
87	103
58	24
26	33
21	89
42	14
37	20
107	4
2	125
16	58
96	43
57	94
14	55
98	125
102	59
103	14
2	24
103	10
74	70
76	99
86	102
31	2
26	25
57	3
68	69
43	14
22	3
103	40
22	125
63	70
91	23
1	25
91	2
2	34
26	3
123	24
99	125
63	9
43	89
91	103
76	87
96	98
96	63
98	40
77	14
37	25
42	60
61	42
88	125
59	75
33	89
57	55
87	73
42	4
91	103
57	4
91	69
37	45
87	123
96	3
11	8
78	60
26	73
1	25
1	25
113	19
102	68
111	42
91	23
2	125
56	93
103	34
53	70
93	125
87	43
6	102
3	100
73	100
26	25
42	25
103	20
57	23
21	122
91	24
111	55
106	25
88	40
102	90
91	108
87	25
94	95
14	25
77	99
26	59
4	90
13	14
68	25
53	24
102	9
87	90
96	23
14	40
18	24
66	93
86	25
6	68
62	54
123	24
58	74
16	113
96	34
26	100
21	103
22	19
77	15
44	60
71	20
57	3
42	4
91	2
86	72
103	14
43	55
6	22
117	98
87	3
43	35
93	24
26	64
68	90
11	72
59	55
103	34
42	40
103	4
56	25
38	24
32	24
2	44
2	28
13	54
37	125
96	102
113	60
22	104
37	94
87	73
14	40
61	125
72	4
103	79
41	24
16	2
111	125
112	89
16	22
72	69
61	14
91	94
91	94
1	112
56	4
66	25
103	94
98	90
96	2
11	65
66	68
72	58
32	43
1	13
56	90
6	22
11	57
39	100
86	72
59	25
2	88
24	70
76	20
86	108
22	98
91	55
91	77
44	75
42	40
33	90
74	60
37	103
22	90
43	100
98	44
11	94
4	65
6	34
46	125
126	68
61	95
91	24
79	125
37	43
96	4
42	88
57	79
26	59
63	79
11	24
44	15
72	19
89	125
12	3
56	95
42	100
68	14
17	90
3	94
37	125
101	60
36	69
37	60
18	60
76	24
111	24
33	24
11	80
74	90
59	20
87	9
61	2
72	125
96	40
91	69
14	40
99	25
72	103
34	25
102	98
102	44
22	34
6	4
23	90
22	20
8	59
67	120
3	30
103	94
73	35
91	102
7	25
99	25
43	90
72	125
97	23
101	97
73	79
37	43
36	108
37	60
94	40
103	80
42	25
87	23
3	94
96	78
1	44
72	58
98	20
37	69
72	90
36	2
72	108
28	90
72	70
59	20
59	60
22	104
67	100
91	24
1	112
26	75
72	68
87	19
86	2
91	3
91	25
89	125
4	70
108	70
61	34
89	20
87	73
26	87
71	97
54	25
3	99
13	54
87	43
24	20
72	89
26	74
23	100
26	69
61	78
1	24
59	100
94	25
96	64
36	24
42	128
31	73
43	100
91	43
111	23
1	8
102	68
112	30
87	103
72	53
31	103
11	25
103	69
8	100
43	100
91	35
91	58
31	63
103	100
91	89
26	3
3	94
11	87
22	5
96	4
89	25
14	125
91	90
11	43
26	87
22	25
11	44
103	125
98	74
31	20
94	100
11	44
99	25
58	19
81	89
59	25
8	5
101	89
12	20
3	54
61	72
87	73
76	14
23	4
22	40
6	87
61	68
3	69
88	70
92	65
57	43
58	25
54	125
11	89
96	87
26	58
13	75
104	65
3	59
91	2
56	2
31	54
11	55
62	125
6	102
87	24
91	89
42	19
102	125
81	90
88	70
73	104
102	63
6	2
102	79
16	74
114	70
13	4
86	24
22	99
3	29
42	90
87	114
72	78
2	99
24	90
11	90
91	69
99	125
68	14
86	42
72	69
71	25
61	63
22	18
2	43
113	125
6	80
52	69
76	109
76	94
56	44
23	5
67	104
42	59
96	94
76	43
87	90
58	125
2	74
22	99
97	25
16	54
42	93
91	3
74	70
18	65
89	100
87	43
43	109
103	34
76	9
23	59
72	43
21	2
96	5
71	100
3	100
42	74
3	20
61	2
87	60
88	125
2	13
1	58
6	25
72	125
24	90
77	100
4	90
57	23
57	24
36	100
37	89
98	14
23	20
31	57
86	88
81	102
1	35
73	25
62	3
111	94
1	54
91	25
96	87
98	25
26	65
122	4
6	99
43	100
87	30
111	68
96	25
3	65
113	125
31	25
112	74
2	5
98	60
91	25
14	25
1	57
86	102
77	100
16	73
102	74
22	4
1	9
92	93
111	43
42	63
22	19
68	19
31	102
86	8
61	98
72	59
11	68
91	73
122	90
23	70
56	22
31	57
2	79
2	70
11	4
87	109
99	25
87	94
56	3
22	8
42	90
57	20
91	80
91	37
61	125
2	98
74	15
91	89
22	40
103	100
11	14
98	94
73	70
1	55
86	24
96	34
91	60
22	8
24	100
111	60
104	90
72	73
62	95
41	43
89	25
61	2
111	88
44	90
46	125
61	68
2	18
89	25
56	22
16	70
107	70
2	34
69	100
92	24
23	90
1	25
42	18
37	109
103	29
91	59
86	2
97	104
78	15
106	100
104	95
102	98
22	88
91	58
68	125
42	68
72	100
12	65
72	89
91	3
26	125
6	24
61	44
89	40
86	108
13	39
96	37
56	98
16	63
2	58
93	44
102	88
21	100
91	73
76	78
11	24
31	94
23	55
42	23
87	25
43	100
6	14
91	52
11	63
72	34
73	19
43	90
16	59
123	24
108	24
12	115
111	90
2	25
88	34
91	3
72	60
3	94
99	40
71	69
1	43
26	102
36	102
43	35
56	79
91	80
93	20
57	25
89	55
43	89
26	72
11	80
88	4
61	18
6	25
41	92
87	25
87	90
22	3
102	24
29	30
11	42
101	103
2	125
61	15
59	125
96	25
24	90
76	25
11	64
6	43
72	25
68	125
122	63
37	80
72	60
1	73
14	55
37	90
87	44
26	87
96	72
96	22
56	2
6	100
61	93
11	114
91	73
101	98
111	93
86	89
72	19
68	25
31	43
96	44
97	24
6	40
22	125
61	125
26	64
64	80
71	24
72	94
61	98
16	128
31	73
11	72
79	25
72	129
103	100
61	13
31	3
76	87
77	23
59	45
76	103
13	95
26	94
68	99
36	102
59	125
24	60
92	43
111	88
61	88
91	60
28	100
26	57
43	20
89	5
73	59
42	24
17	14
24	100
13	104
2	24
88	24
77	65
13	4
1	69
73	9
42	59
3	25
112	43
97	125
34	25
109	75
108	90
43	89
64	5
37	94
91	69
37	3
58	74
54	25
72	94
24	90
88	94
11	54
6	60
1	25
36	3
6	40
91	64
26	33
6	100
2	123
31	99
58	94
21	13
77	74
114	60
98	4
91	103
2	33
62	59
11	100
26	88
91	59
61	102
111	2
22	25
2	4
3	25
58	109
1	100
24	90
37	3
102	68
72	24
87	43
72	88
21	57
86	24
102	4
106	104
22	125
72	99
1	18
66	24
6	125
104	100
56	72
8	24
11	94
67	80
91	100
72	40
68	44
73	74
22	4
128	90
44	60
72	125
104	60
2	18
18	24
76	125
3	25
86	4
73	79
22	70
11	55
91	57
81	100
91	100
26	25
88	4
2	74
36	2
6	23
77	125
31	20
11	25
21	40
3	64
42	14
77	24
64	25
2	125
56	3
73	60
2	108
91	34
12	3
126	93
31	5
1	44
102	63
72	90
57	99
106	103
71	18
26	14
57	3
1	58
1	25
43	40
6	34
42	73
26	59
43	55
91	35
117	25
14	40
102	94
88	34
91	77
26	4
73	94
31	70
91	109
73	55
78	24
103	30
73	89
1	25
66	72
2	69
67	44
63	24
61	33
2	88
91	102
3	54
11	13
57	95
94	100
57	73
91	23
73	69
16	13
9	25
97	80
42	64
32	3
37	3
91	75
57	30
87	103
57	69
22	40
22	33
31	57
67	74
68	34
33	60
8	74
23	94
57	3
68	4
72	90
56	25
3	60
67	125
42	34
72	113
102	94
24	60
61	74
58	74
109	25
43	69
23	125
91	14
96	33
43	100
57	73
103	9
13	100
98	99
99	40
29	125
86	22
11	100
31	59
91	77
96	4
11	2
13	4
24	70
96	60
16	95
11	73
64	25
107	23
33	64
73	20
62	125
23	24
11	95
2	70
11	34
68	125
53	24
43	24
86	25
96	2
76	129
16	125
91	67
91	73
61	99
2	4
42	100
1	4
94	100
98	60
109	125
73	14
26	14
11	55
17	90
22	63
8	90
111	60
6	70
42	73
74	90
58	120
103	20
72	103
36	2
41	69
3	25
3	89
24	25
88	9
31	104
23	80
111	99
43	24
104	90
57	89
67	23
2	99
43	25
91	3
36	102
2	24
73	70
86	58
14	125
1	12
3	25
43	25
61	72
43	55
76	78
57	103
42	40
91	29
46	102
72	88
2	98
22	25
42	125
12	20
24	90
102	59
37	43
26	114
96	2
2	59
57	44
97	73
91	23
72	68
103	69
67	79
72	24
92	103
96	68
56	125
17	59
43	14
2	58
98	24
42	125
91	43
3	54
72	60
96	19
91	60
56	102
57	40
4	20
37	55
71	25
72	90
31	87
48	74
102	34
31	54
22	14
88	90
101	100
31	23
1	24
39	125
29	125
86	88
87	44
42	94
118	99
91	43
43	25
57	3
87	24
101	69
44	15
56	90
54	125
22	90
97	23
57	73
44	30
4	55
87	69
31	23
37	80
102	43
98	24
88	4
33	90
91	37
24	60
87	3
22	60
108	90
8	24
42	125
34	25
6	34
24	60
72	125
6	115
54	25
101	62
6	57
73	25
11	90
16	43
102	20
87	80
43	75
36	125
91	89
6	98
3	69
46	58
56	78
57	69
73	25
56	22
1	77
106	44
22	3
72	74
57	3
3	25
6	100
87	4
11	80
87	20
42	125
42	33
93	125
93	104
14	40
6	24
16	122
73	25
93	14
68	44
31	87
11	68
73	74
96	68
13	125
73	99
96	22
96	37
96	2
87	14
73	60
71	87
4	90
6	34
1	27
76	94
91	69
56	60
37	59
56	123
61	125
1	25
61	25
22	95
51	67
67	23
112	90
108	20
4	90
36	99
57	115
111	14
61	108
42	68
21	2
56	28
61	5
99	25
24	60
111	22
43	69
2	99
14	40
108	4
24	20
96	87
56	22
28	44
37	25
16	102
72	104
96	42
31	4
87	25
42	75
61	104
56	22
91	114
11	2
102	43
42	39
88	44
31	9
61	2
91	88
97	65
73	125
78	90
42	5
96	24
113	24
6	68
68	94
42	108
